move,board_state,player
6-i,________________##_____###@___@#@##_@#@@@@,@
5-i,________________##_@___###@___@#@##_@#@@@@,#
2-i,________________###@___###@___@#@##_@#@@@@,@
7-i,________________###@___###@__@@#@##_@#@@@@,#
6-p,________________###@___###@#_@@#@##_@#@@@@,@
7-i,________________###____###@#_@@#@@#_@#@@#@,#
2-i,________________###_#__###@#_@@#@@#_@#@@#@,@
2-i,________________###_#_@###@#_@@#@@#_@#@@#@,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
2-i,________________________@______@_____##___,#
4-i,________________________@______@____###___,@
4-i,_________________@______@______@____###___,#
5-i,__________#______@______@______@____###___,@
3-i,__________#______@______@______@____###@__,#
3-i,__________#______@______@_____#@____###@__,@
1-i,__________#______@_____@@_____#@____###@__,#
5-i,__________#______@_____@@_____#@___####@__,@
1-i,__________#______@_____@@_____#@@__####@__,#
5-i,__________#______@_____@@___#_#@@__####@__,@
1-i,__________#______@_____@@@__#_#@@__####@__,#
3-i,__________#______@___#_@@@__#_#@@__####@__,@
6-i,__________#_____@@___#_@@@__#_#@@__####@__,#
5-i,__________#_____@@___#_@@@__#_#@@__####@#_,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
1-i,________________________@______@_____##___,#
4-i,________________________@______@___#_##___,@
5-i,_________________@______@______@___#_##___,#
6-i,_________________@______@______@___#_###__,@
4-i,_________________@______@______@___#_###@_,#
6-i,__________#______@______@______@___#_###@_,@
3-i,__________#______@______@______@_@_#_###@_,#
6-i,__________#______@______@_____#@_@_#_###@_,@
3-i,__________#______@______@_@___#@_@_#_###@_,#
3-i,__________#______@_____#@_@___#@_@_#_###@_,@
2-i,__________#_____@@_____#@_@___#@_@_#_###@_,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
6-i,__________#______@______@______@_____###__,@
3-i,__________#______@______@______@_____###@_,#
3-i,__________#______@______@_____#@_____###@_,@
2-i,__________#______@_____@@_____#@_____###@_,#
5-i,__________#______@_____@@_____#@____####@_,@
1-i,__________#______@_____@@_____#@@___####@_,#
5-i,__________#______@_____@@_____#@@__#####@_,@
2-i,__________#______@_____@@@____#@@__#####@_,#
5-i,__________#______@_____@@@___##@@__#####@_,@
2-i,__________#______@@____@@@___##@@__#####@_,#
2-i,__________#______@@___#@@@___##@@__#####@_,@
3-i,__________#____@_@@___#@@@___##@@__#####@_,#
3-i,__________#____@#@@___#@@@___##@@__#####@_,@
7-i,_________@#____@#@@___#@@@___##@@__#####@_,#
2-i,_________@#____@#@@___#@@@___##@@__#####@#,@
5-i,________@@#____@#@@___#@@@___##@@__#####@#,#
7-i,________@@##___@#@@___#@@@___##@@__#####@#,@
7-p,________@@##___@#@@___#@@@___##@@_@#####@#,#
7-p,________@@##___@#@@___#@@@___##@@__#####@@,@
2-p,________@@##___@#@@___#@@@___##@@__#####@_,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
7-i,_________________@______@______@_____###__,#
6-i,_________________@______@______@_____###_#,@
4-i,_________________@______@______@_____###@#,#
6-i,__________#______@______@______@_____###@#,@
3-i,__________#______@______@______@_@___###@#,#
6-i,__________#______@______@_____#@_@___###@#,@
3-i,__________#______@______@_@___#@_@___###@#,#
3-i,__________#______@_____#@_@___#@_@___###@#,@
2-i,__________#_____@@_____#@_@___#@_@___###@#,#
3-i,__________#_____@@_____#@_@___#@_@__####@#,@
6-i,_________@#_____@@_____#@_@___#@_@__####@#,#
5-i,_________@#_____@@_#___#@_@___#@_@__####@#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
2-i,________________________@______@_____##___,#
4-i,________________________@______@____###___,@
1-i,_________________@______@______@____###___,#
1-i,_________________@______@______@___####___,@
4-i,_________________@______@___@__@___####___,#
2-i,__________#______@______@___@__@___####___,@
3-i,__________#______@______@___@@_@___####___,#
5-i,__________#______@______@___@@#@___####___,@
3-i,__________#______@______@___@@#@___####@__,#
3-i,__________#______@_____#@___@@#@___####@__,@
5-i,__________#_____@@_____#@___@@#@___####@__,#
5-i,__________#_____@@_____#@___@@#@#__####@__,@
2-i,__________#_____@@_____#@@__@@#@#__####@__,#
5-i,__________#_____@@____##@@__@@#@#__####@__,@
2-i,__________#_____@@@___##@@__@@#@#__####@__,#
2-i,__________#____#@@@___##@@__@@#@#__####@__,@
1-i,________@_#____#@@@___##@@__@@#@#__####@__,#
3-i,________@_#____#@@@__###@@__@@#@#__####@__,@
7-i,________@@#____#@@@__###@@__@@#@#__####@__,#
5-i,________@@#____#@@@__###@@__@@#@#__####@_#,@
1-i,________@@#@___#@@@__###@@__@@#@#__####@_#,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
2-i,________________________@______@_____##___,#
4-i,________________________@______@____###___,@
4-i,_________________@______@______@____###___,#
5-i,__________#______@______@______@____###___,@
2-i,__________#______@______@______@____###@__,#
5-i,__________#______@______@____#_@____###@__,@
2-i,__________#______@______@____#_@@___###@__,#
2-i,__________#______@____#_@____#_@@___###@__,@
1-i,__________#____@_@____#_@____#_@@___###@__,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
5-i,__________#______@______@______@_____###__,@
7-i,__________#______@______@______@@____###__,#
3-i,__________#______@______@______@@____###_#,@
5-i,__________#______@______@_____@@@____###_#,#
2-i,__________#______@______@#____@@@____###_#,@
5-i,__________#______@______@#____@@@___@###_#,#
2-i,__________#______@#_____@#____@@@___@###_#,@
5-i,__________#______@#_____@#___@@@@___@###_#,#
2-i,__________##_____@#_____@#___@@@@___@###_#,@
3-p,__________##_____@#___@_@#___@@@@___@###_#,#
2-i,__________##_____@#___@_@#___@_@@___@@##_#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
3-i,_______________________________@_____##___,@
5-i,______________________________@@_____##___,#
5-i,______________________________@@_____###__,@
7-i,______________________________@@@____###__,#
4-i,______________________________@@@____###_#,@
4-i,________________________@_____@@@____###_#,#
2-i,_________________#______@_____@@@____###_#,@
5-i,_________________#______@_____@@@___@###_#,#
3-i,_________________#______@#____@@@___@###_#,@
3-i,_________________#_____@@#____@@@___@###_#,#
6-i,________________##_____@@#____@@@___@###_#,@
5-i,________________##_____@@#____@@@___@###@#,#
7-i,________________###____@@#____@@@___@###@#,@
6-i,________________###____@@#____@@@_@_@###@#,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
3-i,__________#______@______@______@_____###__,@
7-i,__________#______@______@_____@@_____###__,#
5-i,__________#______@______@_____@@_____###_#,@
1-i,__________#______@______@_____@@@____###_#,#
3-i,__________#______@______@_____@@@__#_###_#,@
3-i,__________#______@_____@@_____@@@__#_###_#,#
2-i,__________#_____#@_____@@_____@@@__#_###_#,@
2-i,__________#_____#@_____@@_____@@@__#@###_#,#
2-i,__________#_____#@_____@@____#@@@__#@###_#,@
1-i,__________#_____#@____@@@____#@@@__#@###_#,#
6-i,__________#_____#@____@@@___##@@@__#@###_#,@
1-i,__________#_____#@____@@@___##@@@__#@###@#,#
1-i,__________#_____#@___#@@@___##@@@__#@###@#,@
3-i,__________#___@_#@___#@@@___##@@@__#@###@#,#
2-i,_________##___@_#@___#@@@___##@@@__#@###@#,@
1-i,_________##___@@#@___#@@@___##@@@__#@###@#,#
2-i,_______#_##___@@#@___#@@@___##@@@__#@###@#,@
4-p,_______#@##___@@#@___#@@@___##@@@__#@###@#,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
5-i,_______________________________@______#___,#
4-i,_______________________________@______##__,@
3-i,________________________@______@______##__,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
3-i,__________#______@______@______@_____###__,@
7-i,__________#______@______@_____@@_____###__,#
5-i,__________#______@______@_____@@_____###_#,@
1-i,__________#______@______@_____@@@____###_#,#
2-i,__________#______@______@_____@@@__#_###_#,@
2-i,__________#______@______@_____@@@__#@###_#,#
6-i,__________#______@______@____#@@@__#@###_#,@
2-i,__________#______@______@____#@@@__#@###@#,#
3-i,__________#______@____#_@____#@@@__#@###@#,@
2-i,__________#______@____#@@____#@@@__#@###@#,#
2-i,__________#____#_@____#@@____#@@@__#@###@#,@
3-i,________@_#____#_@____#@@____#@@@__#@###@#,#
5-i,________@_#____##@____#@@____#@@@__#@###@#,@
5-i,________@_#____##@____#@@@___#@@@__#@###@#,#
7-i,________@_#____##@#___#@@@___#@@@__#@###@#,@
3-i,________@_#____##@#___#@@@___#@@@_@#@###@#,#
1-i,________@##____##@#___#@@@___#@@@_@#@###@#,@
1-i,________@##____##@#___#@@@__@#@@@_@#@###@#,#
2-p,________@##____##@#__##@@@__@#@@@_@#@###@#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
5-i,_______________________________@_____##___,@
1-i,_______________________________@_____##@__,#
5-i,_______________________________@___#_##@__,@
3-i,_______________________________@@__#_##@__,#
5-i,______________________________#@@__#_##@__,@
5-i,_________________________@____#@@__#_##@__,#
4-i,__________________#______@____#@@__#_##@__,@
4-i,__________________#_____@@____#@@__#_##@__,#
3-i,_________________##_____@@____#@@__#_##@__,@
2-i,_________________##____@@@____#@@__#_##@__,#
2-i,_________________##____@@@____#@@__####@__,@
3-i,_________________##____@@@___@#@@__####@__,#
5-i,________________###____@@@___@#@@__####@__,@
2-i,___________@____###____@@@___@#@@__####@__,#
2-i,___________@____###___#@@@___@#@@__####@__,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
2-i,________________________@______@_____##___,#
4-i,________________________@______@____###___,@
5-i,_________________@______@______@____###___,#
5-i,_________________@______@______@____####__,@
4-i,_________________@______@______@@___####__,#
3-i,__________#______@______@______@@___####__,@
2-i,__________#______@______@_____@@@___####__,#
6-i,__________#______@______@____#@@@___####__,@
2-i,__________#______@______@____#@@@___####@_,#
3-i,__________#______@____#_@____#@@@___####@_,@
3-i,__________#______@____#@@____#@@@___####@_,#
5-i,__________#_____#@____#@@____#@@@___####@_,@
2-i,__________#_____#@____#@@@___#@@@___####@_,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
5-i,_______________________________@______#___,#
5-i,_______________________________@______##__,@
3-i,_______________________________@@_____##__,#
3-i,_______________________________@@____###__,@
7-i,______________________________@@@____###__,#
3-i,______________________________@@@____###_#,@
1-i,_______________________@______@@@____###_#,#
3-i,_______________________@______@@@__#_###_#,@
7-i,________________@______@______@@@__#_###_#,#
4-i,________________@______@______@@@_##_###_#,@
7-i,________________@______@@_____@@@_##_###_#,#
7-i,________________@______@@__#__@@@_##_###_#,@
4-i,________________@___@__@@__#__@@@_##_###_#,#
5-i,________________@#__@__@@__#__@@@_##_###_#,@
1-i,________________@#__@__@@@_#__@@@_##_###_#,#
2-i,________________@#__@__@@@_##_@@@_##_###_#,@
1-i,________________@#__@__@@@_##_@@@_##@###_#,#
1-i,________________@#__@#_@@@_##_@@@_##@###_#,@
5-i,______________@_@#__@#_@@@_##_@@@_##@###_#,#
6-i,______________@_@##_@#_@@@_##_@@@_##@###_#,@
5-i,__________________________________________,#
3-i,_______________________________________#__,@
4-i,_____________________________________@_#__,#
4-i,_____________________________________@##__,@
7-i,_______________________________@_____@##__,#
3-i,_______________________________@_____@##_#,@
5-i,______________________________@@_____@##_#,#
3-i,______________________________@@#____@##_#,@
3-i,_______________________@______@@#____@##_#,#
5-i,________________#______@______@@#____@##_#,@
6-i,________________#______@_@____@@#____@##_#,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
7-i,_________________@______@______@_____###__,#
6-i,_________________@______@______@_____###_#,@
4-i,_________________@______@______@_____###@#,#
6-i,__________#______@______@______@_____###@#,@
5-i,__________#______@______@______@_@___###@#,#
6-i,__________#______@______@______@#@___###@#,@
5-i,__________#______@______@_@____@#@___###@#,#
5-i,__________#______@______@#@____@#@___###@#,@
2-i,__________#______@@_____@#@____@#@___###@#,#
2-i,__________________________________________,#
4-i,____________________________________#_____,@
4-i,____________________________________#_@___,#
6-i,_______________________________#____#_@___,@
4-i,_______________________________#____#_@_@_,#
7-i,________________________#______#____#_@_@_,@
4-i,________________________#______#____#_@_@@,#
4-i,_________________#______#______#____#_@_@@,@
2-i,__________@______#______#______#____#_@_@@,#
5-i,__________@______#______#____#_#____#_@_@@,@
2-i,__________@______#______#____#_#____#_@@@@,#
6-i,__________@______#____#_#____#_#____#_@@@@,@
3-i,__________@______#____#_#____#_#_@__#_@@@@,#
6-i,__________@______#____#_#____#_#_@__##@@@@,@
5-i,__________@______#____#_#_@__#_#_@__##@@@@,#
5-i,__________@______#____#_#_@__#_##@__##@@@@,@
3-i,__________@______#____#_#@@__#_##@__##@@@@,#
5-i,__________@______#____#_#@@__####@__##@@@@,@
3-i,__________@______#@___#_#@@__####@__##@@@@,#
3-i,__________@______#@___###@@__####@__##@@@@,@
4-i,__________@_____@#@___###@@__####@__##@@@@,#
5-p,___#______@_____@#@___###@@__####@__##@@@@,@
6-i,___#______@_____@#____###@@__###@@__##@#@@,#
7-i,___#______@_____@#_#__###@@__###@@__##@#@@,@
5-p,___#______@_____@#_#__###@@__###@@@_##@#@@,#
5-i,__________________________________________,#
4-i,_______________________________________#__,@
4-i,______________________________________@#__,#
1-i,_______________________________#______@#__,@
5-i,_______________________________#___@__@#__,#
2-i,_______________________________##__@__@#__,@
5-i,_______________________________##__@@_@#__,#
5-i,_________________________#_____##__@@_@#__,@
3-i,__________________@______#_____##__@@_@#__,#
3-i,__________________@______#_____##__@@#@#__,@
4-i,__________________@______#____@##__@@#@#__,#
4-i,__________________@_____##____@##__@@#@#__,@
3-i,_________________@@_____##____@##__@@#@#__,#
4-i,_________________@@____###____@##__@@#@#__,@
2-i,__________@______@@____###____@##__@@#@#__,#
1-i,__________@______@@____###___#@##__@@#@#__,@
3-i,__________@______@@____###__@#@##__@@#@#__,#
1-i,__________@_____#@@____###__@#@##__@@#@#__,@
1-i,__________@_____#@@__@_###__@#@##__@@#@#__,#
5-i,__________@___#_#@@__@_###__@#@##__@@#@#__,@
2-i,__________@@__#_#@@__@_###__@#@##__@@#@#__,#
2-i,__________@@__#_#@@__@####__@#@##__@@#@#__,@
3-i,__________@@__#@#@@__@####__@#@##__@@#@#__,#
7-i,_________#@@__#@#@@__@####__@#@##__@@#@#__,@
4-i,_________#@@__#@#@@__@####__@#@##__@@#@#_@,#
6-i,___#_____#@@__#@#@@__@####__@#@##__@@#@#_@,@
3-p,___#_____#@@__#@#@@__@####__@#@##__@@#@#@@,#
5-i,__________________________________________,#
3-i,_______________________________________#__,@
3-i,_____________________________________@_#__,#
4-i,______________________________#______@_#__,@
4-i,______________________________#______@@#__,#
1-i,______________________________##_____@@#__,@
5-i,______________________________##___@_@@#__,#
1-i,______________________________###__@_@@#__,@
5-i,____________________________@_###__@_@@#__,#
1-i,_________________________#__@_###__@_@@#__,@
1-i,_____________________@___#__@_###__@_@@#__,#
2-i,______________#______@___#__@_###__@_@@#__,@
4-i,__________________________________________,#
3-i,______________________________________#___,@
4-i,_____________________________________@#___,#
4-i,_______________________________#_____@#___,@
3-i,________________________@______#_____@#___,#
4-i,________________________@_____##_____@#___,@
5-i,_________________@______@_____##_____@#___,#
4-i,_________________@______@_____##_____@##__,@
5-i,__________@______@______@_____##_____@##__,#
5-i,__________@______@______@_____###____@##__,@
7-i,__________@______@______@@____###____@##__,#
6-i,__________@______@______@@____###____@##_#,@
2-i,__________@______@______@@____###____@##@#,#
3-i,__________@______@______@@____###___#@##@#,@
7-i,__________@______@_____@@@____###___#@##@#,#
6-i,__________@______@_____@@@____###_#_#@##@#,@
7-i,__________@______@_____@@@____###@#_#@##@#,#
7-i,__________@______@_____@@@_#__###@#_#@##@#,@
7-p,__________@______@__@__@@@_#__###@#_#@##@#,#
2-i,__________@______@_____@@@_@__###@#_#@##@#,@
6-i,__________@______@_____@@@_@_@###@#_#@##@#,#
7-i,__________@______@_____@@@#@_@###@#_#@##@#,@
7-p,__________@______@__@__@@@#@_@###@#_#@##@#,#
7-i,__________@______@_____@@@#@_@###@@_#@##@#,@
7-p,__________@______@__@__@@@#@_@###@@_#@##@#,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
1-i,________________________@______@_____##___,#
4-i,________________________@______@___#_##___,@
4-i,_________________@______@______@___#_##___,#
5-i,__________#______@______@______@___#_##___,@
1-i,__________#______@______@______@___#_##@__,#
5-i,__________#______@______@___#__@___#_##@__,@
1-i,__________#______@______@___#__@@__#_##@__,#
3-i,__________#______@___#__@___#__@@__#_##@__,@
3-i,__________#______@___#__@___#_@@@__#_##@__,#
3-i,__________#______@___#_#@___#_@@@__#_##@__,@
2-i,__________#_____@@___#_#@___#_@@@__#_##@__,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
5-i,_______________________________@______#___,#
4-i,_______________________________@______##__,@
3-i,________________________@______@______##__,#
4-i,________________________@______@_____###__,@
7-i,_________________@______@______@_____###__,#
2-i,_________________@______@______@_____###_#,@
4-i,_________________@______@______@____@###_#,#
2-i,__________#______@______@______@____@###_#,@
5-i,__________#______@______@____@_@____@###_#,#
3-i,__________#______@______@____@_@#___@###_#,@
5-i,__________#______@______@____@@@#___@###_#,#
2-i,__________#______@______@#___@@@#___@###_#,@
3-p,__________#______@____@_@#___@@@#___@###_#,#
3-i,__________#______@____@_@#___@_@#___@@##_#,@
7-i,__________#______@____@_@#___@@@#___@@##_#,#
5-i,__________#______@____@_@#___@@@#_#_@@##_#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
2-i,_______________________________@______#___,#
5-i,_______________________________@____#_#___,@
1-i,_______________________________@____#_#@__,#
4-i,_______________________________@___##_#@__,@
1-i,________________________@______@___##_#@__,#
4-i,________________________@___#__@___##_#@__,@
1-i,_________________@______@___#__@___##_#@__,#
3-i,_________________@___#__@___#__@___##_#@__,@
4-i,_________________@___#__@___#__@___##@#@__,#
3-i,__________#______@___#__@___#__@___##@#@__,@
3-i,__________#______@___#__@___#_@@___##@#@__,#
5-i,__________#______@___#_#@___#_@@___##@#@__,@
2-i,__________#______@___#_#@___#_@@@__##@#@__,#
5-i,__________#______@___#_#@___##@@@__##@#@__,@
4-p,__________#______@___#_#@@__##@@@__##@#@__,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
5-i,_______________________________@______#___,#
4-i,_______________________________@______##__,@
3-i,________________________@______@______##__,#
4-i,________________________@______@_____###__,@
7-i,_________________@______@______@_____###__,#
2-i,_________________@______@______@_____###_#,@
4-i,_________________@______@______@____@###_#,#
2-i,__________#______@______@______@____@###_#,@
5-i,__________#______@______@____@_@____@###_#,#
2-i,__________#______@______@____@_@#___@###_#,@
5-i,__________#______@____@_@____@_@#___@###_#,#
3-i,__________#______@____@_@#___@_@#___@###_#,@
3-p,__________#______@____@_@#___@@@#___@###_#,#
5-i,__________#______@____@_@#___@_@#___@@##_#,@
6-i,__________#______@@___@_@#___@_@#___@@##_#,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
5-i,_______________________________@_____##___,@
1-i,_______________________________@_____##@__,#
5-i,_______________________________@___#_##@__,@
3-i,_______________________________@@__#_##@__,#
5-i,______________________________#@@__#_##@__,@
3-i,_________________________@____#@@__#_##@__,#
3-i,_______________________#_@____#@@__#_##@__,@
2-i,________________@______#_@____#@@__#_##@__,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
2-i,________________________@______@_____##___,#
4-i,________________________@______@____###___,@
4-i,_________________@______@______@____###___,#
5-i,__________#______@______@______@____###___,@
3-i,__________#______@______@______@____###@__,#
3-i,__________#______@______@_____#@____###@__,@
1-i,__________#______@_____@@_____#@____###@__,#
5-i,__________#______@_____@@_____#@___####@__,@
1-i,__________#______@_____@@_____#@@__####@__,#
5-i,__________#______@_____@@___#_#@@__####@__,@
1-i,__________#______@_____@@@__#_#@@__####@__,#
3-i,__________#______@___#_@@@__#_#@@__####@__,@
6-i,__________#_____@@___#_@@@__#_#@@__####@__,#
3-i,__________#_____@@___#_@@@__#_#@@__####@#_,@
1-i,_________@#_____@@___#_@@@__#_#@@__####@#_,#
5-i,__________________________________________,#
5-i,_______________________________________#__,@
4-i,________________________________@______#__,#
4-i,________________________________@_____##__,@
3-i,_______________________________@@_____##__,#
3-i,_______________________________@@____###__,@
7-i,______________________________@@@____###__,#
4-i,______________________________@@@____###_#,@
1-i,________________________@_____@@@____###_#,#
4-i,________________________@_____@@@__#_###_#,@
4-i,_________________@______@_____@@@__#_###_#,#
2-i,__________#______@______@_____@@@__#_###_#,@
2-i,__________#______@______@_____@@@__#@###_#,#
5-i,__________#______@______@____#@@@__#@###_#,@
2-i,__________#______@______@@___#@@@__#@###_#,#
3-i,__________#______@____#_@@___#@@@__#@###_#,@
2-i,__________#______@____#@@@___#@@@__#@###_#,#
3-i,__________#____#_@____#@@@___#@@@__#@###_#,@
1-i,__________#____#@@____#@@@___#@@@__#@###_#,#
2-i,__________#____#@@____#@@@__##@@@__#@###_#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
3-i,__________#______@______@______@_____###__,@
7-i,__________#______@______@_____@@_____###__,#
5-i,__________#______@______@_____@@_____###_#,@
1-i,__________#______@______@_____@@@____###_#,#
2-i,__________#______@______@_____@@@__#_###_#,@
2-i,__________#______@______@_____@@@__#@###_#,#
6-i,__________#______@______@____#@@@__#@###_#,@
2-i,__________#______@______@____#@@@__#@###@#,#
5-i,__________#______@____#_@____#@@@__#@###@#,@
2-i,__________#______@____#_@@___#@@@__#@###@#,#
2-i,__________#____#_@____#_@@___#@@@__#@###@#,@
1-i,________@_#____#_@____#_@@___#@@@__#@###@#,#
5-i,________@_#____#_@____#_@@__##@@@__#@###@#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
5-i,_______________________________@_____##___,@
1-i,_______________________________@_____##@__,#
5-i,_______________________________@___#_##@__,@
3-i,_______________________________@@__#_##@__,#
5-i,______________________________#@@__#_##@__,@
5-i,_________________________@____#@@__#_##@__,#
4-i,__________________#______@____#@@__#_##@__,@
4-i,__________________#_____@@____#@@__#_##@__,#
3-i,_________________##_____@@____#@@__#_##@__,@
2-i,_________________##____@@@____#@@__#_##@__,#
2-i,_________________##____@@@____#@@__####@__,@
1-i,_________________##____@@@___@#@@__####@__,#
3-i,_________________##____@@@__#@#@@__####@__,@
1-i,________________@##____@@@__#@#@@__####@__,#
1-i,________________@##__#_@@@__#@#@@__####@__,@
4-i,______________@_@##__#_@@@__#@#@@__####@__,#
2-i,__________#___@_@##__#_@@@__#@#@@__####@__,@
6-i,__________#___@_@##__#@@@@__#@#@@__####@__,#
2-i,__________#___@_@##__#@@@@__#@#@@__####@#_,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
2-i,________________________@______@_____##___,#
4-i,________________________@______@____###___,@
4-i,_________________@______@______@____###___,#
5-i,__________#______@______@______@____###___,@
2-i,__________#______@______@______@____###@__,#
3-i,__________#______@______@____#_@____###@__,@
2-i,__________#______@______@____#@@____###@__,#
2-i,__________#______@____#_@____#@@____###@__,@
1-i,__________#____@_@____#_@____#@@____###@__,#
5-i,__________#____@_@____#_@____#@@___####@__,@
3-i,__________#____@_@____#_@____#@@@__####@__,#
3-i,__________#____@_@____##@____#@@@__####@__,@
1-i,__________#____@@@____##@____#@@@__####@__,#
5-i,__________#____@@@____##@___##@@@__####@__,@
1-i,__________#____@@@____##@@__##@@@__####@__,#
1-i,__________#____@@@___###@@__##@@@__####@__,@
4-p,__________#___@@@@___###@@__##@@@__####@__,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
2-i,________________________@______@_____##___,#
4-i,________________________@______@____###___,@
4-i,_________________@______@______@____###___,#
2-i,__________#______@______@______@____###___,@
3-i,__________#______@______@____@_@____###___,#
3-i,__________#______@______@____@#@____###___,@
1-i,__________#______@_____@@____@#@____###___,#
5-i,__________#______@_____@@____@#@___####___,@
7-i,__________#______@_____@@____@#@___####@__,#
2-i,__________#______@_____@@____@#@___####@_#,@
1-i,__________#______@____@@@____@#@___####@_#,#
2-i,__________#______@____@@@___#@#@___####@_#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
2-i,________________________@______@_____##___,#
4-i,________________________@______@____###___,@
4-i,_________________@______@______@____###___,#
5-i,__________#______@______@______@____###___,@
3-i,__________#______@______@______@____###@__,#
5-i,__________#______@______@_____#@____###@__,@
3-i,__________#______@______@_____#@@___###@__,#
3-i,__________#______@_____#@_____#@@___###@__,@
1-i,__________#_____@@_____#@_____#@@___###@__,#
5-i,__________#_____@@_____#@_____#@@__####@__,@
6-i,__________#_____@@_____#@@____#@@__####@__,#
3-i,__________#_____@@_____#@@____#@@__####@#_,@
1-i,_________@#_____@@_____#@@____#@@__####@#_,#
5-i,_________@#_____@@_____#@@__#_#@@__####@#_,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
5-i,_______________________________@______#___,#
4-i,_______________________________@______##__,@
3-i,________________________@______@______##__,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
3-i,__________#______@______@______@_____###__,@
7-i,__________#______@______@_____@@_____###__,#
5-i,__________#______@______@_____@@_____###_#,@
5-i,__________#______@______@_____@@@____###_#,#
2-i,__________#______@______@#____@@@____###_#,@
2-i,__________#______@______@#____@@@___@###_#,#
3-i,__________#______@______@#___#@@@___@###_#,@
3-i,__________#______@_____@@#___#@@@___@###_#,#
6-i,__________#_____#@_____@@#___#@@@___@###_#,@
2-i,__________#_____#@_____@@#___#@@@___@###@#,#
7-i,__________#_____#@____#@@#___#@@@___@###@#,@
2-i,__________#_____#@____#@@#___#@@@_@_@###@#,#
2-i,__________#____##@____#@@#___#@@@_@_@###@#,@
5-i,________@_#____##@____#@@#___#@@@_@_@###@#,#
3-i,________@_#____##@#___#@@#___#@@@_@_@###@#,@
5-i,________@@#____##@#___#@@#___#@@@_@_@###@#,#
7-i,________@@##___##@#___#@@#___#@@@_@_@###@#,@
6-i,________@@##___##@#___#@@#_@_#@@@_@_@###@#,#
7-i,________@@##___##@#___#@@#_@_#@@@#@_@###@#,@
7-i,________@@##___##@#_@_#@@#_@_#@@@#@_@###@#,#
6-p,________@@##_#_##@#_@_#@@#_@_#@@@#@_@###@#,@
5-i,__________________________________________,#
4-i,_______________________________________#__,@
4-i,______________________________________@#__,#
